user_id,item_id,sex,age,type,color
327,60,Women,40s,basket,other
328,4,Kids,30s,boot,white
328,73,Men,40s,golf,blue
328,34,Men,30s,sandal,blue
328,28,Women,20s,boot,blue
328,32,Men,20s,sneaker,gray
329,70,Kids,60s+,boot,gray
329,93,Men,20s,sneaker,brown
329,98,Kids,40s,boot,red
329,51,Men,30s,sneaker,red
329,5,Kids,20s,sandal,brown
330,22,Women,30s,sandal,black
330,42,Women,20s,running,white
330,91,Unknown,20s,golf,black
330,94,Women,50s,running,blue
330,56,Women,20s,basket,brown
331,73,Men,40s,golf,blue
331,22,Women,30s,sandal,black
331,29,Men,50s,sneaker,other
331,53,Women,20s,boot,other
331,59,Kids,30s,basket,red
332,88,Men,20s,sneaker,blue
332,36,Women,50s,golf,white
332,67,Men,20s,sandal,brown
332,35,Kids,20s,golf,gray
332,98,Kids,40s,boot,red
333,84,Men,30s,golf,brown
333,54,Unknown,20s,basket,other
333,96,Men,20s,sneaker,black
333,45,Men,20s,boot,other
333,24,Women,30s,boot,blue
334,79,Women,50s,sneaker,black
334,91,Unknown,20s,golf,black
334,52,Men,40s,boot,other
334,56,Women,20s,basket,brown
334,23,Women,40s,running,other
335,39,Men,30s,running,red
335,14,Women,20s,sandal,red
335,75,Women,60s+,running,blue
335,53,Women,20s,boot,other
335,60,Women,40s,basket,other
336,64,Women,30s,basket,other
336,35,Kids,20s,golf,gray
336,39,Men,30s,running,red
336,13,Women,50s,golf,gray
336,28,Women,20s,boot,blue
337,48,Men,50s,boot,white
337,83,Women,20s,sandal,white
337,52,Men,40s,boot,other
337,54,Unknown,20s,basket,other
337,81,Women,60s+,sandal,black
338,46,Women,10s,sneaker,other
338,32,Men,20s,sneaker,gray
338,89,Men,10s,running,gray
338,87,Kids,40s,boot,other
338,52,Men,40s,boot,other
339,67,Men,20s,sandal,brown
339,44,Men,30s,running,red
339,76,Unknown,20s,basket,white
339,86,Men,50s,basket,white
339,100,Kids,30s,sandal,blue
340,65,Women,50s,boot,blue
340,22,Women,30s,sandal,black
340,98,Kids,40s,boot,red
340,14,Women,20s,sandal,red
340,100,Kids,30s,sandal,blue
341,52,Men,40s,boot,other
341,22,Women,30s,sandal,black
341,31,Kids,40s,basket,red
341,6,Women,50s,basket,white
341,56,Women,20s,basket,brown
342,7,Women,30s,basket,white
342,94,Women,50s,running,blue
342,23,Women,40s,running,other
342,16,Men,10s,basket,black
342,78,Unknown,30s,golf,red
343,72,Women,40s,basket,gray
343,38,Men,20s,sandal,white
343,68,Men,30s,basket,blue
343,35,Kids,20s,golf,gray
343,86,Men,50s,basket,white
344,5,Kids,20s,sandal,brown
344,42,Women,20s,running,white
344,9,Men,10s,sneaker,blue
344,24,Women,30s,boot,blue
344,88,Men,20s,sneaker,blue
345,46,Women,10s,sneaker,other
345,4,Kids,30s,boot,white
345,96,Men,20s,sneaker,black
345,33,Men,50s,boot,white
345,17,Women,30s,golf,black
346,56,Women,20s,basket,brown
346,65,Women,50s,boot,blue
346,80,Women,50s,sneaker,brown
346,28,Women,20s,boot,blue
346,73,Men,40s,golf,blue
347,51,Men,30s,sneaker,red
347,65,Women,50s,boot,blue
347,59,Kids,30s,basket,red
347,29,Men,50s,sneaker,other
347,36,Women,50s,golf,white
348,67,Men,20s,sandal,brown
348,35,Kids,20s,golf,gray
348,29,Men,50s,sneaker,other
348,22,Women,30s,sandal,black
348,18,Men,10s,sandal,gray
349,50,Women,10s,golf,gray
349,9,Men,10s,sneaker,blue
349,65,Women,50s,boot,blue
349,30,Men,50s,basket,gray
349,25,Women,30s,golf,black
350,56,Women,20s,basket,brown
350,68,Men,30s,basket,blue
350,34,Men,30s,sandal,blue
350,10,Women,50s,boot,red
350,17,Women,30s,golf,black
351,41,Unknown,30s,running,red
351,20,Women,20s,sandal,brown
351,62,Men,20s,golf,brown
351,69,Men,20s,sneaker,white
351,40,Women,40s,basket,gray
352,92,Women,20s,golf,other
352,96,Men,20s,sneaker,black
352,35,Kids,20s,golf,gray
352,32,Men,20s,sneaker,gray
352,76,Unknown,20s,basket,white
353,39,Men,30s,running,red
353,97,Kids,40s,running,blue
353,48,Men,50s,boot,white
353,73,Men,40s,golf,blue
353,60,Women,40s,basket,other
354,54,Unknown,20s,basket,other
354,97,Kids,40s,running,blue
354,38,Men,20s,sandal,white
354,63,Men,30s,golf,other
354,23,Women,40s,running,other
355,24,Women,30s,boot,blue
355,15,Men,40s,golf,white
355,12,Kids,40s,running,white
355,10,Women,50s,boot,red
355,68,Men,30s,basket,blue
356,89,Men,10s,running,gray
356,95,Men,20s,sandal,black
356,82,Men,20s,boot,red
356,6,Women,50s,basket,white
356,5,Kids,20s,sandal,brown
357,38,Men,20s,sandal,white
357,42,Women,20s,running,white
357,51,Men,30s,sneaker,red
357,40,Women,40s,basket,gray
357,53,Women,20s,boot,other
358,68,Men,30s,basket,blue
358,60,Women,40s,basket,other
358,53,Women,20s,boot,other
358,48,Men,50s,boot,white
358,28,Women,20s,boot,blue
359,99,Women,30s,running,gray
359,22,Women,30s,sandal,black
359,14,Women,20s,sandal,red
359,71,Women,30s,basket,gray
359,75,Women,60s+,running,blue
360,47,Men,20s,basket,other
360,85,Women,50s,basket,blue
360,20,Women,20s,sandal,brown
360,70,Kids,60s+,boot,gray
360,37,Women,20s,basket,brown
361,78,Unknown,30s,golf,red
361,57,Men,30s,basket,white
361,37,Women,20s,basket,brown
361,44,Men,30s,running,red
361,35,Kids,20s,golf,gray
362,17,Women,30s,golf,black
362,34,Men,30s,sandal,blue
362,10,Women,50s,boot,red
362,84,Men,30s,golf,brown
362,44,Men,30s,running,red
363,19,Women,30s,running,brown
363,71,Women,30s,basket,gray
363,67,Men,20s,sandal,brown
363,12,Kids,40s,running,white
363,64,Women,30s,basket,other
364,76,Unknown,20s,basket,white
364,75,Women,60s+,running,blue
364,91,Unknown,20s,golf,black
364,45,Men,20s,boot,other
364,92,Women,20s,golf,other
365,46,Women,10s,sneaker,other
365,100,Kids,30s,sandal,blue
365,20,Women,20s,sandal,brown
365,12,Kids,40s,running,white
365,19,Women,30s,running,brown
366,91,Unknown,20s,golf,black
366,83,Women,20s,sandal,white
366,87,Kids,40s,boot,other
366,58,Women,30s,boot,gray
366,66,Men,20s,basket,black
367,69,Men,20s,sneaker,white
367,82,Men,20s,boot,red
367,10,Women,50s,boot,red
367,84,Men,30s,golf,brown
367,100,Kids,30s,sandal,blue
368,33,Men,50s,boot,white
368,74,Unknown,30s,running,black
368,22,Women,30s,sandal,black
368,16,Men,10s,basket,black
368,3,Unknown,20s,basket,brown
369,44,Men,30s,running,red
369,95,Men,20s,sandal,black
369,6,Women,50s,basket,white
369,3,Unknown,20s,basket,brown
369,33,Men,50s,boot,white
370,73,Men,40s,golf,blue
370,8,Men,30s,sneaker,red
370,58,Women,30s,boot,gray
370,43,Women,30s,golf,white
370,9,Men,10s,sneaker,blue
371,77,Men,30s,sneaker,other
371,9,Men,10s,sneaker,blue
371,4,Kids,30s,boot,white
371,79,Women,50s,sneaker,black
371,96,Men,20s,sneaker,black
372,18,Men,10s,sandal,gray
372,91,Unknown,20s,golf,black
372,22,Women,30s,sandal,black
372,76,Unknown,20s,basket,white
372,67,Men,20s,sandal,brown
373,32,Men,20s,sneaker,gray
373,67,Men,20s,sandal,brown
373,1,Women,20s,golf,white
373,44,Men,30s,running,red
373,46,Women,10s,sneaker,other
374,75,Women,60s+,running,blue
374,88,Men,20s,sneaker,blue
374,13,Women,50s,golf,gray
374,95,Men,20s,sandal,black
374,23,Women,40s,running,other
375,78,Unknown,30s,golf,red
375,29,Men,50s,sneaker,other
375,31,Kids,40s,basket,red
375,50,Women,10s,golf,gray
375,76,Unknown,20s,basket,white
376,19,Women,30s,running,brown
376,49,Men,40s,boot,other
376,61,Women,20s,basket,blue
376,20,Women,20s,sandal,brown
376,22,Women,30s,sandal,black
377,11,Unknown,50s,sandal,white
377,47,Men,20s,basket,other
377,12,Kids,40s,running,white
377,71,Women,30s,basket,gray
377,41,Unknown,30s,running,red
378,90,Women,50s,basket,white
378,87,Kids,40s,boot,other
378,2,Men,20s,sandal,brown
378,93,Men,20s,sneaker,brown
378,8,Men,30s,sneaker,red
379,80,Women,50s,sneaker,brown
379,56,Women,20s,basket,brown
379,29,Men,50s,sneaker,other
379,47,Men,20s,basket,other
379,20,Women,20s,sandal,brown
380,80,Women,50s,sneaker,brown
380,10,Women,50s,boot,red
380,93,Men,20s,sneaker,brown
380,61,Women,20s,basket,blue
380,64,Women,30s,basket,other
381,93,Men,20s,sneaker,brown
381,85,Women,50s,basket,blue
381,8,Men,30s,sneaker,red
381,39,Men,30s,running,red
381,76,Unknown,20s,basket,white
382,54,Unknown,20s,basket,other
382,56,Women,20s,basket,brown
382,70,Kids,60s+,boot,gray
382,83,Women,20s,sandal,white
382,58,Women,30s,boot,gray
383,5,Kids,20s,sandal,brown
383,66,Men,20s,basket,black
383,85,Women,50s,basket,blue
383,9,Men,10s,sneaker,blue
383,64,Women,30s,basket,other
384,53,Women,20s,boot,other
384,68,Men,30s,basket,blue
384,50,Women,10s,golf,gray
384,59,Kids,30s,basket,red
384,32,Men,20s,sneaker,gray
385,22,Women,30s,sandal,black
385,90,Women,50s,basket,white
385,14,Women,20s,sandal,red
385,7,Women,30s,basket,white
385,58,Women,30s,boot,gray
386,4,Kids,30s,boot,white
386,64,Women,30s,basket,other
386,33,Men,50s,boot,white
386,24,Women,30s,boot,blue
386,76,Unknown,20s,basket,white
387,49,Men,40s,boot,other
387,26,Women,40s,sneaker,brown
387,47,Men,20s,basket,other
387,61,Women,20s,basket,blue
387,12,Kids,40s,running,white
388,74,Unknown,30s,running,black
388,50,Women,10s,golf,gray
388,38,Men,20s,sandal,white
388,99,Women,30s,running,gray
388,44,Men,30s,running,red
389,95,Men,20s,sandal,black
389,71,Women,30s,basket,gray
389,52,Men,40s,boot,other
389,87,Kids,40s,boot,other
389,33,Men,50s,boot,white
390,48,Men,50s,boot,white
390,23,Women,40s,running,other
390,54,Unknown,20s,basket,other
390,100,Kids,30s,sandal,blue
390,41,Unknown,30s,running,red
391,74,Unknown,30s,running,black
391,67,Men,20s,sandal,brown
391,84,Men,30s,golf,brown
391,21,Women,40s,sandal,blue
391,88,Men,20s,sneaker,blue
392,1,Women,20s,golf,white
392,33,Men,50s,boot,white
392,44,Men,30s,running,red
392,39,Men,30s,running,red
392,99,Women,30s,running,gray
393,19,Women,30s,running,brown
393,65,Women,50s,boot,blue
393,33,Men,50s,boot,white
393,12,Kids,40s,running,white
393,41,Unknown,30s,running,red
394,67,Men,20s,sandal,brown
394,17,Women,30s,golf,black
394,95,Men,20s,sandal,black
394,37,Women,20s,basket,brown
394,23,Women,40s,running,other
395,78,Unknown,30s,golf,red
395,50,Women,10s,golf,gray
395,19,Women,30s,running,brown
395,90,Women,50s,basket,white
395,10,Women,50s,boot,red
396,7,Women,30s,basket,white
396,9,Men,10s,sneaker,blue
396,81,Women,60s+,sandal,black
396,84,Men,30s,golf,brown
396,75,Women,60s+,running,blue
397,45,Men,20s,boot,other
397,28,Women,20s,boot,blue
397,61,Women,20s,basket,blue
397,67,Men,20s,sandal,brown
397,5,Kids,20s,sandal,brown
398,50,Women,10s,golf,gray
398,57,Men,30s,basket,white
398,87,Kids,40s,boot,other
398,45,Men,20s,boot,other
398,97,Kids,40s,running,blue
399,40,Women,40s,basket,gray
399,43,Women,30s,golf,white
399,24,Women,30s,boot,blue
399,11,Unknown,50s,sandal,white
399,44,Men,30s,running,red
400,75,Women,60s+,running,blue
400,55,Men,20s,golf,black
400,70,Kids,60s+,boot,gray
400,67,Men,20s,sandal,brown
400,99,Women,30s,running,gray
401,62,Men,20s,golf,brown
401,32,Men,20s,sneaker,gray
401,82,Men,20s,boot,red
401,96,Men,20s,sneaker,black
401,70,Kids,60s+,boot,gray
402,20,Women,20s,sandal,brown
402,51,Men,30s,sneaker,red
402,77,Men,30s,sneaker,other
402,54,Unknown,20s,basket,other
402,68,Men,30s,basket,blue
403,23,Women,40s,running,other
403,5,Kids,20s,sandal,brown
403,79,Women,50s,sneaker,black
403,27,Women,30s,sandal,black
403,61,Women,20s,basket,blue
404,79,Women,50s,sneaker,black
404,74,Unknown,30s,running,black
404,33,Men,50s,boot,white
404,49,Men,40s,boot,other
404,85,Women,50s,basket,blue
405,66,Men,20s,basket,black
405,90,Women,50s,basket,white
405,31,Kids,40s,basket,red
405,34,Men,30s,sandal,blue
405,99,Women,30s,running,gray
406,26,Women,40s,sneaker,brown
406,66,Men,20s,basket,black
406,7,Women,30s,basket,white
406,99,Women,30s,running,gray
406,77,Men,30s,sneaker,other
407,23,Women,40s,running,other
407,17,Women,30s,golf,black
407,99,Women,30s,running,gray
407,4,Kids,30s,boot,white
407,59,Kids,30s,basket,red
408,85,Women,50s,basket,blue
408,18,Men,10s,sandal,gray
408,80,Women,50s,sneaker,brown
408,47,Men,20s,basket,other
408,96,Men,20s,sneaker,black
409,65,Women,50s,boot,blue
409,58,Women,30s,boot,gray
409,23,Women,40s,running,other
409,32,Men,20s,sneaker,gray
409,28,Women,20s,boot,blue
410,74,Unknown,30s,running,black
410,9,Men,10s,sneaker,blue
410,62,Men,20s,golf,brown
410,58,Women,30s,boot,gray
410,27,Women,30s,sandal,black
411,25,Women,30s,golf,black
411,67,Men,20s,sandal,brown
411,49,Men,40s,boot,other
411,97,Kids,40s,running,blue
411,5,Kids,20s,sandal,brown
412,99,Women,30s,running,gray
412,44,Men,30s,running,red
412,19,Women,30s,running,brown
412,88,Men,20s,sneaker,blue
412,38,Men,20s,sandal,white
413,37,Women,20s,basket,brown
413,64,Women,30s,basket,other
413,58,Women,30s,boot,gray
413,10,Women,50s,boot,red
413,14,Women,20s,sandal,red
414,92,Women,20s,golf,other
414,33,Men,50s,boot,white
414,88,Men,20s,sneaker,blue
414,2,Men,20s,sandal,brown
414,78,Unknown,30s,golf,red
415,12,Kids,40s,running,white
415,88,Men,20s,sneaker,blue
415,30,Men,50s,basket,gray
415,13,Women,50s,golf,gray
415,38,Men,20s,sandal,white
416,89,Men,10s,running,gray
416,5,Kids,20s,sandal,brown
416,1,Women,20s,golf,white
416,52,Men,40s,boot,other
416,44,Men,30s,running,red
417,66,Men,20s,basket,black
417,89,Men,10s,running,gray
417,34,Men,30s,sandal,blue
417,75,Women,60s+,running,blue
417,36,Women,50s,golf,white
418,26,Women,40s,sneaker,brown
418,80,Women,50s,sneaker,brown
418,33,Men,50s,boot,white
418,91,Unknown,20s,golf,black
418,27,Women,30s,sandal,black
419,95,Men,20s,sandal,black
419,68,Men,30s,basket,blue
419,36,Women,50s,golf,white
419,25,Women,30s,golf,black
419,26,Women,40s,sneaker,brown
420,60,Women,40s,basket,other
420,67,Men,20s,sandal,brown
420,23,Women,40s,running,other
420,42,Women,20s,running,white
420,33,Men,50s,boot,white
421,78,Unknown,30s,golf,red
421,24,Women,30s,boot,blue
421,51,Men,30s,sneaker,red
421,75,Women,60s+,running,blue
421,94,Women,50s,running,blue
422,84,Men,30s,golf,brown
422,76,Unknown,20s,basket,white
422,90,Women,50s,basket,white
422,71,Women,30s,basket,gray
422,59,Kids,30s,basket,red
423,100,Kids,30s,sandal,blue
423,51,Men,30s,sneaker,red
423,13,Women,50s,golf,gray
423,81,Women,60s+,sandal,black
423,45,Men,20s,boot,other
424,35,Kids,20s,golf,gray
424,72,Women,40s,basket,gray
424,48,Men,50s,boot,white
424,31,Kids,40s,basket,red
424,63,Men,30s,golf,other
425,22,Women,30s,sandal,black
425,17,Women,30s,golf,black
425,75,Women,60s+,running,blue
425,100,Kids,30s,sandal,blue
425,9,Men,10s,sneaker,blue
426,6,Women,50s,basket,white
426,36,Women,50s,golf,white
426,12,Kids,40s,running,white
426,21,Women,40s,sandal,blue
426,25,Women,30s,golf,black
427,82,Men,20s,boot,red
427,64,Women,30s,basket,other
427,19,Women,30s,running,brown
427,49,Men,40s,boot,other
427,22,Women,30s,sandal,black
428,65,Women,50s,boot,blue
428,61,Women,20s,basket,blue
428,75,Women,60s+,running,blue
428,68,Men,30s,basket,blue
428,78,Unknown,30s,golf,red
429,72,Women,40s,basket,gray
429,10,Women,50s,boot,red
429,7,Women,30s,basket,white
429,94,Women,50s,running,blue
429,74,Unknown,30s,running,black
430,54,Unknown,20s,basket,other
430,7,Women,30s,basket,white
430,19,Women,30s,running,brown
430,51,Men,30s,sneaker,red
430,55,Men,20s,golf,black
431,27,Women,30s,sandal,black
431,10,Women,50s,boot,red
431,63,Men,30s,golf,other
431,15,Men,40s,golf,white
431,66,Men,20s,basket,black
432,70,Kids,60s+,boot,gray
432,38,Men,20s,sandal,white
432,88,Men,20s,sneaker,blue
432,92,Women,20s,golf,other
432,66,Men,20s,basket,black
433,38,Men,20s,sandal,white
433,69,Men,20s,sneaker,white
433,54,Unknown,20s,basket,other
433,49,Men,40s,boot,other
433,39,Men,30s,running,red
434,57,Men,30s,basket,white
434,76,Unknown,20s,basket,white
434,33,Men,50s,boot,white
434,58,Women,30s,boot,gray
434,32,Men,20s,sneaker,gray
435,50,Women,10s,golf,gray
435,87,Kids,40s,boot,other
435,17,Women,30s,golf,black
435,10,Women,50s,boot,red
435,34,Men,30s,sandal,blue
436,1,Women,20s,golf,white
436,13,Women,50s,golf,gray
436,32,Men,20s,sneaker,gray
436,48,Men,50s,boot,white
436,38,Men,20s,sandal,white
437,24,Women,30s,boot,blue
437,65,Women,50s,boot,blue
437,31,Kids,40s,basket,red
437,52,Men,40s,boot,other
437,71,Women,30s,basket,gray
438,10,Women,50s,boot,red
438,16,Men,10s,basket,black
438,88,Men,20s,sneaker,blue
438,54,Unknown,20s,basket,other
438,95,Men,20s,sandal,black
439,77,Men,30s,sneaker,other
439,28,Women,20s,boot,blue
439,97,Kids,40s,running,blue
439,4,Kids,30s,boot,white
439,57,Men,30s,basket,white
440,69,Men,20s,sneaker,white
440,42,Women,20s,running,white
440,55,Men,20s,golf,black
440,27,Women,30s,sandal,black
440,63,Men,30s,golf,other
441,62,Men,20s,golf,brown
441,21,Women,40s,sandal,blue
441,76,Unknown,20s,basket,white
441,22,Women,30s,sandal,black
441,17,Women,30s,golf,black
442,86,Men,50s,basket,white
442,4,Kids,30s,boot,white
442,47,Men,20s,basket,other
442,21,Women,40s,sandal,blue
442,44,Men,30s,running,red
443,4,Kids,30s,boot,white
443,81,Women,60s+,sandal,black
443,100,Kids,30s,sandal,blue
443,49,Men,40s,boot,other
443,56,Women,20s,basket,brown
444,62,Men,20s,golf,brown
444,4,Kids,30s,boot,white
444,49,Men,40s,boot,other
444,97,Kids,40s,running,blue
444,69,Men,20s,sneaker,white
445,30,Men,50s,basket,gray
445,46,Women,10s,sneaker,other
445,77,Men,30s,sneaker,other
445,70,Kids,60s+,boot,gray
445,95,Men,20s,sandal,black
446,99,Women,30s,running,gray
446,19,Women,30s,running,brown
446,52,Men,40s,boot,other
446,45,Men,20s,boot,other
446,44,Men,30s,running,red
447,65,Women,50s,boot,blue
447,92,Women,20s,golf,other
447,94,Women,50s,running,blue
447,97,Kids,40s,running,blue
447,25,Women,30s,golf,black
448,82,Men,20s,boot,red
448,43,Women,30s,golf,white
448,68,Men,30s,basket,blue
448,72,Women,40s,basket,gray
448,42,Women,20s,running,white
449,8,Men,30s,sneaker,red
449,90,Women,50s,basket,white
449,71,Women,30s,basket,gray
449,97,Kids,40s,running,blue
449,63,Men,30s,golf,other
450,15,Men,40s,golf,white
450,10,Women,50s,boot,red
450,6,Women,50s,basket,white
450,93,Men,20s,sneaker,brown
450,85,Women,50s,basket,blue
451,87,Kids,40s,boot,other
451,56,Women,20s,basket,brown
451,90,Women,50s,basket,white
451,3,Unknown,20s,basket,brown
451,37,Women,20s,basket,brown
452,9,Men,10s,sneaker,blue
452,18,Men,10s,sandal,gray
452,79,Women,50s,sneaker,black
452,33,Men,50s,boot,white
452,69,Men,20s,sneaker,white
453,12,Kids,40s,running,white
453,25,Women,30s,golf,black
453,2,Men,20s,sandal,brown
453,41,Unknown,30s,running,red
453,94,Women,50s,running,blue
454,20,Women,20s,sandal,brown
454,27,Women,30s,sandal,black
454,52,Men,40s,boot,other
454,85,Women,50s,basket,blue
454,70,Kids,60s+,boot,gray
455,5,Kids,20s,sandal,brown
455,14,Women,20s,sandal,red
455,3,Unknown,20s,basket,brown
455,41,Unknown,30s,running,red
455,38,Men,20s,sandal,white
456,17,Women,30s,golf,black
456,83,Women,20s,sandal,white
456,93,Men,20s,sneaker,brown
456,70,Kids,60s+,boot,gray
456,47,Men,20s,basket,other
457,80,Women,50s,sneaker,brown
457,30,Men,50s,basket,gray
457,32,Men,20s,sneaker,gray
457,61,Women,20s,basket,blue
457,76,Unknown,20s,basket,white
458,3,Unknown,20s,basket,brown
458,39,Men,30s,running,red
458,54,Unknown,20s,basket,other
458,48,Men,50s,boot,white
458,91,Unknown,20s,golf,black
459,26,Women,40s,sneaker,brown
459,68,Men,30s,basket,blue
459,43,Women,30s,golf,white
459,19,Women,30s,running,brown
459,3,Unknown,20s,basket,brown
460,13,Women,50s,golf,gray
460,62,Men,20s,golf,brown
460,50,Women,10s,golf,gray
460,53,Women,20s,boot,other
460,19,Women,30s,running,brown
461,61,Women,20s,basket,blue
461,94,Women,50s,running,blue
461,52,Men,40s,boot,other
461,13,Women,50s,golf,gray
461,4,Kids,30s,boot,white
462,58,Women,30s,boot,gray
462,91,Unknown,20s,golf,black
462,26,Women,40s,sneaker,brown
462,65,Women,50s,boot,blue
462,15,Men,40s,golf,white
463,51,Men,30s,sneaker,red
463,6,Women,50s,basket,white
463,41,Unknown,30s,running,red
463,66,Men,20s,basket,black
463,74,Unknown,30s,running,black
464,4,Kids,30s,boot,white
464,39,Men,30s,running,red
464,38,Men,20s,sandal,white
464,2,Men,20s,sandal,brown
464,31,Kids,40s,basket,red
465,55,Men,20s,golf,black
465,77,Men,30s,sneaker,other
465,7,Women,30s,basket,white
465,65,Women,50s,boot,blue
465,70,Kids,60s+,boot,gray
466,62,Men,20s,golf,brown
466,97,Kids,40s,running,blue
466,10,Women,50s,boot,red
466,65,Women,50s,boot,blue
466,34,Men,30s,sandal,blue
467,100,Kids,30s,sandal,blue
467,9,Men,10s,sneaker,blue
467,77,Men,30s,sneaker,other
467,68,Men,30s,basket,blue
467,75,Women,60s+,running,blue
468,72,Women,40s,basket,gray
468,67,Men,20s,sandal,brown
468,78,Unknown,30s,golf,red
468,23,Women,40s,running,other
468,40,Women,40s,basket,gray
469,65,Women,50s,boot,blue
469,16,Men,10s,basket,black
469,18,Men,10s,sandal,gray
469,6,Women,50s,basket,white
469,54,Unknown,20s,basket,other
470,52,Men,40s,boot,other
470,36,Women,50s,golf,white
470,87,Kids,40s,boot,other
470,1,Women,20s,golf,white
470,28,Women,20s,boot,blue
471,7,Women,30s,basket,white
471,99,Women,30s,running,gray
471,92,Women,20s,golf,other
471,31,Kids,40s,basket,red
471,29,Men,50s,sneaker,other
472,38,Men,20s,sandal,white
472,82,Men,20s,boot,red
472,16,Men,10s,basket,black
472,2,Men,20s,sandal,brown
472,9,Men,10s,sneaker,blue
473,99,Women,30s,running,gray
473,18,Men,10s,sandal,gray
473,28,Women,20s,boot,blue
473,21,Women,40s,sandal,blue
473,24,Women,30s,boot,blue
474,30,Men,50s,basket,gray
474,75,Women,60s+,running,blue
474,59,Kids,30s,basket,red
474,87,Kids,40s,boot,other
474,40,Women,40s,basket,gray
475,82,Men,20s,boot,red
475,15,Men,40s,golf,white
475,32,Men,20s,sneaker,gray
475,83,Women,20s,sandal,white
475,22,Women,30s,sandal,black
476,43,Women,30s,golf,white
476,66,Men,20s,basket,black
476,52,Men,40s,boot,other
476,55,Men,20s,golf,black
476,75,Women,60s+,running,blue
477,76,Unknown,20s,basket,white
477,1,Women,20s,golf,white
477,82,Men,20s,boot,red
477,85,Women,50s,basket,blue
477,44,Men,30s,running,red
478,5,Kids,20s,sandal,brown
478,11,Unknown,50s,sandal,white
478,54,Unknown,20s,basket,other
478,71,Women,30s,basket,gray
478,72,Women,40s,basket,gray
479,22,Women,30s,sandal,black
479,78,Unknown,30s,golf,red
479,33,Men,50s,boot,white
479,18,Men,10s,sandal,gray
479,67,Men,20s,sandal,brown
480,59,Kids,30s,basket,red
480,38,Men,20s,sandal,white
480,23,Women,40s,running,other
480,60,Women,40s,basket,other
480,14,Women,20s,sandal,red
481,46,Women,10s,sneaker,other
481,51,Men,30s,sneaker,red
481,22,Women,30s,sandal,black
481,13,Women,50s,golf,gray
481,43,Women,30s,golf,white
482,24,Women,30s,boot,blue
482,3,Unknown,20s,basket,brown
482,61,Women,20s,basket,blue
482,89,Men,10s,running,gray
482,78,Unknown,30s,golf,red
483,79,Women,50s,sneaker,black
483,6,Women,50s,basket,white
483,86,Men,50s,basket,white
483,61,Women,20s,basket,blue
483,21,Women,40s,sandal,blue
484,53,Women,20s,boot,other
484,36,Women,50s,golf,white
484,13,Women,50s,golf,gray
484,35,Kids,20s,golf,gray
484,27,Women,30s,sandal,black
485,7,Women,30s,basket,white
485,22,Women,30s,sandal,black
485,23,Women,40s,running,other
485,91,Unknown,20s,golf,black
485,12,Kids,40s,running,white
486,92,Women,20s,golf,other
486,56,Women,20s,basket,brown
486,2,Men,20s,sandal,brown
486,83,Women,20s,sandal,white
486,17,Women,30s,golf,black
487,85,Women,50s,basket,blue
487,99,Women,30s,running,gray
487,5,Kids,20s,sandal,brown
487,83,Women,20s,sandal,white
487,59,Kids,30s,basket,red
488,99,Women,30s,running,gray
488,38,Men,20s,sandal,white
488,6,Women,50s,basket,white
488,34,Men,30s,sandal,blue
488,61,Women,20s,basket,blue
489,39,Men,30s,running,red
489,40,Women,40s,basket,gray
489,89,Men,10s,running,gray
489,70,Kids,60s+,boot,gray
489,61,Women,20s,basket,blue
490,6,Women,50s,basket,white
490,70,Kids,60s+,boot,gray
490,58,Women,30s,boot,gray
490,85,Women,50s,basket,blue
490,31,Kids,40s,basket,red
491,30,Men,50s,basket,gray
491,15,Men,40s,golf,white
491,41,Unknown,30s,running,red
491,71,Women,30s,basket,gray
491,73,Men,40s,golf,blue
492,78,Unknown,30s,golf,red
492,65,Women,50s,boot,blue
492,83,Women,20s,sandal,white
492,46,Women,10s,sneaker,other
492,2,Men,20s,sandal,brown
493,39,Men,30s,running,red
493,64,Women,30s,basket,other
493,76,Unknown,20s,basket,white
493,10,Women,50s,boot,red
493,71,Women,30s,basket,gray
494,1,Women,20s,golf,white
494,3,Unknown,20s,basket,brown
494,44,Men,30s,running,red
494,41,Unknown,30s,running,red
494,57,Men,30s,basket,white
495,97,Kids,40s,running,blue
495,77,Men,30s,sneaker,other
495,78,Unknown,30s,golf,red
495,57,Men,30s,basket,white
495,8,Men,30s,sneaker,red
496,49,Men,40s,boot,other
496,22,Women,30s,sandal,black
496,24,Women,30s,boot,blue
496,87,Kids,40s,boot,other
496,98,Kids,40s,boot,red
497,12,Kids,40s,running,white
497,61,Women,20s,basket,blue
497,72,Women,40s,basket,gray
497,98,Kids,40s,boot,red
497,48,Men,50s,boot,white
498,97,Kids,40s,running,blue
498,73,Men,40s,golf,blue
498,28,Women,20s,boot,blue
498,75,Women,60s+,running,blue
498,18,Men,10s,sandal,gray
499,42,Women,20s,running,white
499,24,Women,30s,boot,blue
499,20,Women,20s,sandal,brown
499,49,Men,40s,boot,other
499,6,Women,50s,basket,white
500,43,Women,30s,golf,white
500,70,Kids,60s+,boot,gray
500,29,Men,50s,sneaker,other
500,92,Women,20s,golf,other
500,95,Men,20s,sandal,black
501,3,Unknown,20s,basket,brown
501,6,Women,50s,basket,white
501,82,Men,20s,boot,red
501,27,Women,30s,sandal,black
501,31,Kids,40s,basket,red
502,43,Women,30s,golf,white
502,48,Men,50s,boot,white
